Animal Name,Type of Animal,Primary Breed,TPD Sector,Latitude & Longitude,count
SUKI,CAT,RAGDOLL,2,"(47.247664, -122.473216)",1
SAMANTHA,CAT,RAGDOLL,2,"(47.247664, -122.473216)",1
REX,DOG,DOBERMAN PINSCH,1,"(47.261443, -122.439467)",1
VEGAS,CAT,DOMESTIC SH,1,"(47.261443, -122.439467)",1
ASH,CAT,DOMESTIC SH,3,"(47.227415, -122.46836)",1
MIRANDA,CAT,DOMESTIC SH,3,"(47.227415, -122.46836)",1
LUNA,DOG,GERM SHEPHERD,4,"(47.233935, -122.400903)",1
TUGBOAT,DOG,AMERICAN STAFF,1,"(47.243146, -122.461097)",1
TITO,DOG,YORKSHIRE TERR,4,"(47.217177, -122.436411)",1
ATOM,CAT,DOMESTIC SH,2,"(47.24669, -122.495361)",1
BERKLEY,CAT,DOMESTIC SH,2,"(47.264808, -122.506972)",1
SNICKERDOODLE,CAT,DOMESTIC SH,4,"(47.234177, -122.40882)",1
SUNSHINE,DOG,GERM SHEPHERD,4,"(47.215677, -122.40632)",1
CAPT HOOK,CAT,DOMESTIC SH,2,"(47.269039, -122.464667)",1
MOOSE,CAT,DOMESTIC MH,2,"(47.237433, -122.481976)",1
BRECKER,DOG,LABRADOR RETR,2,"(47.290518, -122.506882)",1
CHANNEL,DOG,DACHSHUND,3,"(47.213244, -122.457136)",1
GUS,DOG,BOSTON TERRIER,2,"(47.277441, -122.502906)",1
MERLOT,CAT,DOMESTIC MH,2,"(47.262477, -122.52772)",1
CHARMAY,CAT,DOMESTIC SH,2,"(47.262477, -122.52772)",1
ROCKY,DOG,DACHSHUND,2,"(47.258679, -122.459813)",1
MR GIGGLES,CAT,DOMESTIC SH,1,"(47.24392, -122.465246)",1
RUBY RED,DOG,POMERANIAN,2,"(47.282777, -122.50872)",1
ABBIE,DOG,LABRADOR RETR,2,"(47.27737, -122.509623)",1
KONA,DOG,SHIH TZU,2,"(47.27737, -122.509623)",1
LINK,CAT,DOMESTIC SH,3,"(47.225388, -122.505152)",1
COQUI,DOG,POODLE MIN,3,"(47.193636, -122.476198)",1
DAKOTA,DOG,POODLE STND,2,"(47.274306, -122.517078)",1
JESSIE,DOG,DACHSHUND LH,2,"(47.252823, -122.498669)",1
NICK,DOG,DACHSHUND LH,2,"(47.252823, -122.498669)",1
RASCAL,DOG,BORDER COLLIE,2,"(47.25372, -122.489403)",1
QP,DOG,TERRIER,2,"(47.245158, -122.49522)",1
LUCKY,DOG,AUST CATTLE DOG,2,"(47.272313, -122.461084)",1
BABY,CAT,NORWGN FOREST,4,"(47.211533, -122.431873)",1
BODE,DOG,PORT WATER DOG,2,"(47.275983, -122.476692)",1
LILA,DOG,GERM SHEPHERD,2,"(47.257782, -122.498377)",1
OPIE,CAT,DOMESTIC LH,2,"(47.292277, -122.50412)",1
MOLLY,DOG,WEST HIGHLAND,2,"(47.267461, -122.52829)",1
ROKI,DOG,AUST SHEPHERD,2,"(47.284608, -122.506862)",1
MONKEY,DOG,SHIH TZU,4,"(47.214577, -122.43852)",1
GREMLIN,DOG,AM PIT BULL TER,4,"(47.219421, -122.447804)",1
KALAMAZOO,CAT,DOMESTIC MH,2,"(47.280128, -122.483559)",1
ASTRO,DOG,MIN PINSCHER,5,"(47.224115, -122.517656)",1
SPIKE,DOG,MALTESE,3,"(47.203584, -122.499165)",1
DIXIE,DOG,MALTESE,3,"(47.203584, -122.499165)",1
SHAKIRA,DOG,SCHNAUZER MIN,3,"(47.203584, -122.499165)",1
LIL TUX,CAT,DOMESTIC LH,4,"(47.212384, -122.423349)",1
SHADOW,CAT,DOMESTIC SH,4,"(47.212384, -122.423349)",1
ZOE,DOG,ITAL GREYHOUND,2,"(47.263839, -122.495223)",1
LENOX,DOG,YORKSHIRE TERR,2,"(47.266672, -122.497053)",1
ACE,DOG,LABRADOR RETR,2,"(47.266672, -122.497053)",1
OZZIE,DOG,CHIHUAHUA SH,4,"(47.215671, -122.417546)",1
RINGO,CAT,DOMESTIC SH,4,"(47.219276, -122.440993)",1
CHARLIE,DOG,AIREDALE TERR,2,"(47.268577, -122.53622)",1
ISABELLA,DOG,CHIHUAHUA SH,2,"(47.29485, -122.520068)",1
GEE,DOG,LABRADOR RETR,3,"(47.191448, -122.494464)",1
JUNIOR,DOG,GERM SHEPHERD,3,"(47.191448, -122.494464)",1
FRECKLES,DOG,AUST CATTLE DOG,3,"(47.191448, -122.494464)",1
ABBIE,DOG,LABRADOR RETR,2,"(47.278488, -122.499497)",1
GRACIE,DOG,MALTESE,2,"(47.24668, -122.485305)",1
HARLEY,CAT,DOMESTIC SH,2,"(47.253157, -122.529568)",1
MINDY,DOG,POODLE TOY,4,"(47.167577, -122.43212)",1
TIGER,DOG,POODLE TOY,4,"(47.167577, -122.43212)",1
CINDY,DOG,POODLE TOY,4,"(47.167577, -122.43212)",1
TIGER LILLY,CAT,DOMESTIC SH,3,"(47.184077, -122.45292)",1
SAMMY,CAT,DOMESTIC SH,2,"(47.268248, -122.524767)",1
RIKU,CAT,DOMESTIC MH,2,"(47.260647, -122.468958)",1
PIKACHU,CAT,DOMESTIC LH,2,"(47.260647, -122.468958)",1
PETRA,DOG,LABRADOR RETR,1,"(47.30826, -122.416486)",1
MINNIE,DOG,CHIHUAHUA SH,2,"(47.254667, -122.491074)",1
BISCUIT,DOG,GERM SHEPHERD,3,"(47.230495, -122.48766)",1
MANDY,DOG,POODLE TOY,2,"(47.270416, -122.486399)",1
CHICO,DOG,CHIHUAHUA SH,2,"(47.289101, -122.500769)",1
HANNAH,DOG,AUST SHEPHERD,3,"(47.232675, -122.496727)",1
OPIE,DOG,GOLDEN RETR,3,"(47.232675, -122.496727)",1
SPOT,DOG,PIT BULL,4,"(47.212625, -122.451488)",1
TOHRU,DOG,PEKINGESE,4,"(47.223677, -122.43702)",1
KYO,DOG,PEKINGESE,4,"(47.223677, -122.43702)",1
STOVEPIPE,CAT,DOMESTIC SH,2,"(47.265131, -122.454529)",1
CASEY,DOG,COLLIE SMOOTH,2,"(47.287811, -122.52151)",1
MAVERICK,DOG,BEAGLE,1,"(47.281877, -122.36892)",1
MISTY,DOG,BEAGLE,1,"(47.281877, -122.36892)",1
VINNY,CAT,AMER SH,3,"(47.198587, -122.479357)",1
LADY GAGA,DOG,BOXER,2,"(47.245451, -122.486701)",1
ABBY,DOG,HAVANESE,2,"(47.264854, -122.536224)",1
LINUS,DOG,SHIH TZU,2,"(47.258248, -122.506849)",1
CASH,DOG,POODLE STND,2,"(47.299033, -122.516569)",1
SEQUOIA,DOG,RHOD RIDGEBACK,2,"(47.281777, -122.49142)",1
MADISON,DOG,LABRADOR RETR,4,"(47.181237, -122.43241)",1
PEPPY,DOG,CHIHUAHUA SH,4,"(47.186236, -122.422865)",1
CLOE,CAT,DOMESTIC SH,5,"(47.222371, -122.510827)",1
FRIDA,CAT,DOMESTIC SH,4,"(43.760709, -98.014829)",1
KAZI,CAT,DOMESTIC SH,4,"(43.760709, -98.014829)",1
MIMI,CAT,DOMESTIC MH,4,"(47.210385, -122.444141)",1
SAPHIRE,CAT,DOMESTIC SH,2,"(47.261262, -122.472438)",1
BRUCE,CAT,DOMESTIC SH,2,"(47.266738, -122.530183)",1
MAX,DOG,PIT BULL,1,"(47.290798, -122.385765)",1
ROCKO,DOG,PIT BULL,4,"(47.199342, -122.42775)",1
GIGI,DOG,CAIRN TERRIER,5,"(47.234637, -122.508004)",1
GRIFFIN,DOG,CAIRN TERRIER,5,"(47.234637, -122.508004)",1
NEON,DOG,DOGUE DE BORDX,3,"(47.219763, -122.45536)",1
BOUNCE,DOG,DOGUE DE BORDX,3,"(47.219763, -122.45536)",1
ABBY,DOG,SCHNAUZER MIN,2,"(47.265633, -122.471974)",1
MADISON,DOG,TOY FOX TERRIER,1,"(47.291752, -122.400972)",1
PATCHES,CAT,ABYSSINIAN,2,"(47.265572, -122.460838)",1
LEO,DOG,DACHSHUND LH,2,"(47.291611, -122.503417)",1
CASEY,DOG,DACHSHUND LH,2,"(47.291611, -122.503417)",1
ROCKY,DOG,ROTTWEILER,2,"(47.262045, -122.499899)",1
TIMMY,DOG,SHETLD SHEEPDOG,5,"(47.23995, -122.513773)",1
ZEUS,DOG,LAKELAND TERR,4,"(47.183102, -122.451917)",1
ANGRY,CAT,DOMESTIC SH,3,"(47.201887, -122.478043)",1
LITTLE GIRL,CAT,DOMESTIC LH,3,"(47.201887, -122.478043)",1
NIBBLES,CAT,DOMESTIC LH,3,"(47.201887, -122.478043)",1
STUBBY,CAT,DOMESTIC LH,3,"(47.201887, -122.478043)",1
SWEETIE,CAT,DOMESTIC SH,3,"(47.201887, -122.478043)",1
PRINCESS,CAT,DOMESTICMEDHAIR,5,"(47.231228, -122.509103)",1
DIEZEL,DOG,AM PIT BULL TER,2,"(47.289118, -122.510342)",1
MAGGIE,DOG,NEAPOLITAN MAST,4,"(47.224951, -122.430898)",1
BELLA,DOG,NEAPOLITAN MAST,4,"(47.224951, -122.430898)",1
LOUIS,CAT,DOMESTIC SH,2,"(47.266825, -122.476494)",1
NONI,DOG,DACHSHUND,2,"(47.246175, -122.512621)",1
IVY,DOG,RAT TERRIER,2,"(47.290254, -122.500203)",1
GEORGE,CAT,DOMESTIC SH,2,"(47.257744, -122.47243)",1
NOEL,CAT,DOMESTIC SH,4,"(47.188686, -122.43892)",1
NADIE,CAT,DOMESTIC SH,4,"(47.188686, -122.43892)",1
TIGGY,CAT,DOMESTIC SH,1,"(47.307974, -122.428993)",1
SPIKE,CAT,DOMESTIC LH,2,"(47.257548, -122.448268)",1
WRINKLES,DOG,CHINESE SHARPEI,2,"(47.249543, -122.508208)",1
ROCKO,DOG,CHIHUAHUA SH,3,"(47.221566, -122.452611)",1
CHIBI,DOG,CHIHUAHUA SH,2,"(47.283943, -122.521529)",1
MR BOJANGLES,CAT,DOMESTIC LH,1,"(47.244586, -122.452583)",1
BLINKEN,CAT,DOMESTIC SH,3,"(47.229458, -122.45194)",1
BRADY,DOG,PIT BULL,4,"(47.225329, -122.422438)",1
LUCY LU,DOG,YORKSHIRE TERR,5,"(47.228731, -122.518404)",1
LADY,CAT,DOMESTIC SH,2,"(47.266132, -122.491256)",1
WINNIE,DOG,MANCHESTER TERR,1,"(47.296477, -122.40692)",1
JD,DOG,GREAT DANE,1,"(47.308378, -122.41712)",1
LADY,DOG,GERM SHEPHERD,4,"(47.198726, -122.401649)",1
FRANK,DOG,BOXER,4,"(47.191557, -122.432265)",1
BANDIT,DOG,RAT TERRIER,4,"(47.195423, -122.430327)",1
LEELOO,DOG,SHIH TZU,1,"(47.300985, -122.391908)",1
CAM NEWTON,DOG,LABRADOR RETR,2,"(47.294224, -122.519189)",1
SCRAPS,CAT,DOMESTIC LH,2,"(47.245788, -122.501825)",1
ZOE,CAT,DOMESTIC SH,2,"(47.269457, -122.50318)",1
JOY,DOG,SCHIPPERKE,4,"(47.198377, -122.412309)",1
MIMI,CAT,DOMESTIC SH,2,"(47.255897, -122.478126)",1
FINN,DOG,IRISH WOLFHOUND,2,"(47.267777, -122.47722)",1
DRAKE,DOG,DACHSHUND,2,"(47.243793, -122.540047)",1
PATCHES,DOG,AMER BULLDOG,2,"(47.27279, -122.502863)",1
HARVEY,DOG,BOXER,4,"(47.185077, -122.432006)",1
PATIENCE,DOG,BOXER,4,"(47.185077, -122.432006)",1
MOCHA,CAT,SIAMESE,3,"(47.227712, -122.449585)",1
LATTE,CAT,SIAMESE,3,"(47.227712, -122.449585)",1
NEWTON,CAT,SIAMESE,2,"(47.265921, -122.529248)",1
PATCHES,CAT,DOMESTICMEDHAIR,2,"(47.263829, -122.497357)",1
SHEBA,DOG,GREAT DANE,1,"(47.286872, -122.390878)",1
CODY,DOG,LABRADOR RETR,4,"(47.210214, -122.444141)",1
MACY,DOG,LABRADOR RETR,4,"(47.210214, -122.444141)",1
CHICO,DOG,DACHSHUND,3,"(47.182625, -122.453547)",1
MANDY,CAT,DOMESTIC SH,4,"(47.232342, -122.419015)",1
CALYSPO,CAT,DOMESTIC SH,3,"(47.20578, -122.476578)",1
JINX,CAT,DOMESTIC SH,3,"(47.20578, -122.476578)",1
PEACHES,DOG,POODLE MIN,1,"(47.254154, -122.442844)",1
ELMER,DOG,GREAT DANE,4,"(47.201727, -122.437045)",1
MAX,DOG,AUST SHEPHERD,4,"(47.1927, -122.430656)",1
KALLIE,DOG,BOXER,2,"(47.297477, -122.52132)",1
ERNIE,DOG,CHIHUAHUA SH,5,"(47.242155, -122.515955)",1
LEO,DOG,ALASKAN HUSKY,3,"(47.191132, -122.491992)",1
TOBY,DOG,MIN PINSCHER,2,"(47.255087, -122.500117)",1
CHARLIE,DOG,YORKSHIRE TERR,3,"(47.203748, -122.502544)",1
ZULU,CAT,DOMESTIC SH,4,"(47.22654, -122.439764)",1
APRIL,DOG,COCKER SPAN,4,"(47.219535, -122.4474)",1
RUBY,CAT,DOMESTICMEDHAIR,2,"(47.277542, -122.514233)",1
BRINKLEY,DOG,DACHSHUND,3,"(47.223735, -122.459642)",1
LOUIE,DOG,PARSON RUSS TER,2,"(47.269811, -122.531521)",1
REX,DOG,POMERANIAN,3,"(47.23263, -122.492459)",1
PRUDENCE,DOG,PUG,4,"(47.184085, -122.441033)",1
JAZZY,DOG,VIZSLA,2,"(47.259877, -122.52602)",1
COOPER,DOG,PAPILLON,2,"(47.270277, -122.47432)",1
MAGGIE,DOG,GOLDEN RETR,2,"(47.270277, -122.47432)",1
TEDDY,DOG,NORWICH TERRIER,2,"(47.245331, -122.531927)",1
IRIS,DOG,BULL TERRIER,5,"(47.238346, -122.510343)",1
SQUIRT,DOG,CHIHUAHUA LH,4,"(47.22021, -122.439518)",1
RICCO,DOG,HAVANESE,2,"(47.257359, -122.498789)",1
OREO,DOG,SHIH TZU,1,"(47.288735, -122.377072)",1
OTTO,DOG,BORDER COLLIE,2,"(47.256936, -122.542795)",1
CHLOE,CAT,DOMESTICMEDHAIR,2,"(47.243405, -122.476578)",1
RASCAL,DOG,AFFENPINSCHER,4,"(47.183214, -122.424574)",1
RILEY,DOG,BOXER,2,"(47.246777, -122.474575)",1
MOSHE,DOG,GERM SHEPHERD,2,"(47.277964, -122.488028)",1
DEAN,DOG,LHASA APSO,4,"(47.226077, -122.43012)",1
YODA,CAT,DOMESTIC SH,1,"(47.310478, -122.42562)",1
PANDA,DOG,LHASA APSO,2,"(47.261996, -122.475023)",1
MAX,DOG,BICHON FRISE,2,"(47.261996, -122.475023)",1
STANLEY,DOG,POMERANIAN,2,"(47.273031, -122.462122)",1
LUCY,DOG,SHIBA INU,2,"(47.265807, -122.521246)",1
SASHA,DOG,DACHSHUND LH,2,"(47.285364, -122.495306)",1
SUZIE,DOG,LABRADOR RETR,2,"(47.272194, -122.460434)",1
EKO,DOG,GERM SHEPHERD,1,"(47.245182, -122.459399)",1
CINNAMONROSE,DOG,CHIHUAHUA SH,3,"(47.202278, -122.481981)",1
LUCY,DOG,DACHSHUND,4,"(47.234446, -122.419062)",1
RICKY,DOG,MALTESE,4,"(47.234446, -122.419062)",1
SHINY,CAT,DOMESTIC SH,2,"(47.270405, -122.493432)",1
LOO,DOG,BOXER,3,"(47.196398, -122.469402)",1
HOKULEIA,DOG,AUST SHEPHERD,2,"(47.287714, -122.520708)",1
LEIA,DOG,GERM SHEPHERD,2,"(47.274775, -122.49392)",1
AUDREY,CAT,DOMESTIC LH,2,"(47.274775, -122.49392)",1
EYDIE,CAT,DOMESTIC LH,2,"(47.274775, -122.49392)",1
PUFF,CAT,DOMESTIC SH,2,"(47.273502, -122.47997)",1
GRIS GRIS,CAT,DOMESTIC SH,2,"(47.273502, -122.47997)",1
BUDDHA,CAT,DOMESTIC SH,2,"(47.273502, -122.47997)",1
MISSY,CAT,DOMESTIC SH,3,"(47.202892, -122.501712)",1
SUSIE,DOG,SHIH TZU,2,"(47.268022, -122.492004)",1
MICKY,DOG,SCOT TERRIER,1,"(47.253199, -122.456821)",1
JACK,DOG,LABRADOR RETR,1,"(47.296064, -122.407274)",1
BUELER,DOG,GOLDEN RETR,2,"(47.288551, -122.497025)",1
HUNTER,DOG,LABRADOR RETR,4,"(47.209702, -122.428814)",1
ABBY,DOG,LABRADOR RETR,2,"(47.273234, -122.509598)",1
ODIE,DOG,MALTESE,4,"(47.190663, -122.441542)",1
CASEY,DOG,BEAGLE,2,"(47.268582, -122.466486)",1
INDY,CAT,DOMESTIC SH,2,"(47.266435, -122.476525)",1
OLIVER,CAT,SIAMESE,2,"(47.266435, -122.476525)",1
SAMMY,CAT,DOMESTIC LH,2,"(47.266435, -122.476525)",1
MOLLY,CAT,DOMESTIC SH,2,"(47.266435, -122.476525)",1
MAX,CAT,DOMESTIC SH,2,"(47.266435, -122.476525)",1
ISABELLE,CAT,DOMESTIC MH,2,"(47.266435, -122.476525)",1
MITZI,DOG,SHIH TZU,2,"(47.279331, -122.520719)",1
GRIFFEY,DOG,CAVALIER SPAN,4,"(47.197975, -122.447156)",1
SUZIE,DOG,AKITA,3,"(47.184128, -122.458245)",1
PEANUT,CAT,DOMESTIC SH,4,"(47.220256, -122.446722)",1
SOPHIE,CAT,DOMESTIC LH,1,"(47.283609, -122.365117)",1
ARCHER,DOG,BULLDOG,5,"(47.234637, -122.508004)",1
SOPHIE,DOG,BEAGLE,2,"(47.275523, -122.521418)",1
RU,DOG,GERM SH POINT,2,"(47.252688, -122.46922)",1
SASSY,DOG,CHIHUAHUA SH,2,"(47.263937, -122.514896)",1
PJ,DOG,CHIHUAHUA SH,2,"(47.263937, -122.514896)",1
SASHA,DOG,PIT BULL,2,"(47.263937, -122.514896)",1
PEBBLES,DOG,CHIHUAHUA SH,2,"(47.263937, -122.514896)",1
KEONA,DOG,SHIH TZU,2,"(47.245467, -122.554855)",1
MOLLY,DOG,SHIH TZU,1,"(47.260031, -122.442054)",1
ROGUE,DOG,SHIH TZU,1,"(47.260031, -122.442054)",1
LUCKY NOAH,DOG,CHIHUAHUA SH,3,"(47.200189, -122.469229)",1
PANDA,DOG,JAPANESE CHIN,3,"(47.199399, -122.481503)",1
MARZIPAN,DOG,POODLE MIN,4,"(47.188711, -122.445231)",1
MINGUS,CAT,DOMESTIC SH,2,"(47.269479, -122.496638)",1
MILLIE,DOG,BOSTON TERRIER,2,"(47.263819, -122.489279)",1
LICORICE,DOG,LABRADOR RETR,1,"(47.290228, -122.377764)",1
CASPER,DOG,AFGHAN HOUND,5,"(47.232023, -122.507656)",1
PRINCESS,CAT,DOMESTIC SH,4,"(47.210591, -122.443598)",1
LUNA,DOG,SIBERIAN HUSKY,2,"(47.254696, -122.49685)",1
MURPHY,DOG,LABRADOR RETR,4,"(47.207952, -122.437507)",1
KEYLO,DOG,PIT BULL,3,"(47.202322, -122.502543)",1
GOKU,DOG,PIT BULL,4,"(47.206764, -122.413056)",1
TOBY,DOG,BASSET HOUND,2,"(47.287532, -122.500207)",1
NORMAN,DOG,BULLDOG,4,"(47.205676, -122.41861)",1
KATYLOU,DOG,GOLDEN RETR,2,"(47.259277, -122.46372)",1
LOLA,DOG,PIT BULL,4,"(47.219878, -122.418902)",1
ZAMBE,CAT,DOMESTIC SH,2,"(47.261754, -122.456799)",1
PETER,DOG,BOXER,2,"(47.251487, -122.495427)",1
MOXIE,CAT,DOMESTIC SH,2,"(47.243108, -122.493477)",1
CADY,DOG,LABRADOR RETR,2,"(47.286726, -122.5042)",1
TOBY,DOG,SCHNAUZER MIN,4,"(47.219632, -122.436424)",1
HOSHI,DOG,AKITA,4,"(47.218525, -122.440161)",1
PIPER,DOG,LABRADOR RETR,2,"(47.253119, -122.533075)",1
MARILYN,DOG,LABRADOR RETR,5,"(47.22966, -122.515739)",1
GEDDY,DOG,SHIH TZU,2,"(47.25935, -122.502026)",1
SHADOW,DOG,GERM SHEPHERD,4,"(47.21189, -122.414788)",1
MITTENS,CAT,AMER SH,4,"(47.212299, -122.424138)",1
FLEETWOODMAC,DOG,CHIHUAHUA SH,4,"(47.212299, -122.424138)",1
UNO,CAT,DOMESTIC SH,5,"(47.238493, -122.511777)",1
POOH,DOG,CHIHUAHUA SH,4,"(47.170754, -122.429978)",1
CALVIN,DOG,PIT BULL,4,"(47.20151, -122.432978)",1
COKEE,DOG,LABRADOR RETR,4,"(47.171265, -122.452904)",1
BARLEY,DOG,GERM WH POINT,1,"(47.252243, -122.461616)",1
BAN BAN,CAT,DOMESTIC LH,3,"(47.223877, -122.451788)",1
KITTER,CAT,DOMESTIC SH,1,"(47.314146, -122.415275)",1
CHARLIE,DOG,FRENCH BULLDOG,2,"(47.25727, -122.533276)",1
LUCY,DOG,PIT BULL,1,"(47.279777, -122.36072)",1
PATSY,DOG,AUST SHEPHERD,4,"(47.233477, -122.40032)",1
TUESDAY,DOG,GERM SHEPHERD,4,"(47.201051, -122.435672)",1
ALICE,CAT,DOMESTIC MH,2,"(47.275846, -122.519817)",1
DAISY,DOG,GERM SHEPHERD,2,"(47.253762, -122.481033)",1
STERLING,CAT,DOMESTIC SH,1,"(47.256048, -122.440042)",1
OZZY,DOG,POMERANIAN,4,"(47.171373, -122.459267)",1
KARA,CAT,SIAMESE,2,"(47.284418, -122.498934)",1
LUCY,DOG,LABRADOR RETR,5,"(47.238687, -122.510669)",1
SABRINA,CAT,DOMESTIC MH,4,"(47.201077, -122.415602)",1
RENATTA,CAT,SIAMESE,4,"(47.172614, -122.452088)",1
ROSALIE,CAT,DOMESTIC SH,4,"(47.172614, -122.452088)",1
SADIE,DOG,GOLDEN RETR,2,"(47.27794, -122.499502)",1
ZOEY,DOG,GERM SHEPHERD,1,"(47.255268, -122.459242)",1
HYPO,DOG,PARSON RUSS TER,4,"(47.21189, -122.414788)",1
JUNO,DOG,CHIHUAHUA SH,4,"(47.21189, -122.414788)",1
SABRINA,CAT,DOMESTIC SH,4,"(47.197538, -122.422417)",1
HARRY,CAT,DOMESTIC SH,4,"(47.197538, -122.422417)",1
PRINCESS,DOG,LHASA APSO,2,"(47.265185, -122.498175)",1
KEELYE,CAT,DOMESTIC SH,1,"(47.247684, -122.454709)",1
CALVIN,CAT,DOMESTIC SH,1,"(47.247684, -122.454709)",1
REGGIE,CAT,DOMESTICMEDHAIR,5,"(47.241076, -122.5148)",1
EMILY,CAT,DOMESTIC SH,2,"(47.290217, -122.522275)",1
BOY,DOG,PIT BULL,3,"(47.208611, -122.459238)",1
ELLIE,DOG,PARSON RUSS TER,2,"(47.265858, -122.521202)",1
SUKI,CAT,DOMESTIC SH,2,"(47.26984, -122.503177)",1
GERALDINE,CAT,DOMESTIC LH,2,"(47.25835, -122.495671)",1
PHOEBE,CAT,DOMESTIC SH,2,"(47.25835, -122.495671)",1
TUCKER,DOG,PARSON RUSS TER,4,"(47.220573, -122.430327)",1
KJERSTIN,DOG,GERMAN PINSCH,2,"(47.265882, -122.519236)",1
CASH,CAT,DOMESTIC SH,2,"(47.250421, -122.541874)",1
RUBY,CAT,DOMESTIC MH,2,"(47.250421, -122.541874)",1
CHOWDER,DOG,DOGUE DE BORDX,3,"(47.219763, -122.45536)",1
BONNIE,DOG,SCHNAUZER MIN,4,"(47.193523, -122.451564)",1
PENNY,DOG,LABRADOR RETR,2,"(47.256504, -122.498163)",1
TIGER,CAT,DOMESTIC MH,4,"(47.233465, -122.420456)",1
DAISY,DOG,WEST HIGHLAND,2,"(47.274305, -122.488434)",1
MOLLY,DOG,DACHSHUND LH,2,"(47.245593, -122.487323)",1
FINN,CAT,DOMESTIC SH,1,"(47.28403, -122.395224)",1
KIKI,CAT,DOMESTIC SH,1,"(47.28403, -122.395224)",1
DO SI DO,DOG,DACHSHUND,2,"(47.264807, -122.502823)",1
ABBY,DOG,CHIHUAHUA SH,2,"(47.295515, -122.520618)",1
BABY,DOG,LABRADOR RETR,5,"(47.24054, -122.50728)",1
BJ,DOG,DACHSHUND LH,2,"(47.255606, -122.501971)",1
CLEMENTIME,DOG,BULLDOG,5,"(47.234637, -122.508004)",1
SMOKEY,CAT,DOMESTIC SH,3,"(47.2176, -122.454649)",1
JOSIE,DOG,AUST SHEPHERD,1,"(47.287532, -122.400647)",1
SHERMAN,DOG,DOGUE DE BORDX,3,"(47.219763, -122.45536)",1
KRINKLE,CAT,DOMESTIC LH,1,"(47.238364, -122.461667)",1
FRANK,DOG,BOSTON TERRIER,4,"(47.200312, -122.444917)",1
BANDIT,DOG,CAIRN TERRIER,2,"(47.276115, -122.489442)",1
LUNA,CAT,SNOWSHOE,2,"(47.270197, -122.512159)",1
PENNY,DOG,GOLDEN RETR,2,"(47.259172, -122.496529)",1
SADIE,DOG,LABRADOR RETR,2,"(47.259172, -122.496529)",1
ZOE,CAT,DOMESTIC SH,3,"(47.207124, -122.455979)",1
TOWNESFELLEN,DOG,LABRADOR RETR,2,"(47.274098, -122.518716)",1
COCO,CAT,SIAMESE,2,"(47.263447, -122.445095)",1
ZIVA,DOG,GERM SHEPHERD,2,"(47.285964, -122.498157)",1
BOWNE,DOG,ENG SPRNGR SPAN,2,"(47.250253, -122.503772)",1
LUNA,DOG,LABRADOR RETR,2,"(47.244739, -122.546999)",1
OPHELIA,DOG,DACHSHUND,2,"(47.257609, -122.49466)",1
SOPHIE,DOG,DACHSHUND,2,"(47.257609, -122.49466)",1
POPPERS,CAT,DOMESTIC SH,2,"(47.252216, -122.472162)",1
SLIDER,CAT,DOMESTIC SH,2,"(47.252216, -122.472162)",1
GORDITA,CAT,DOMESTIC SH,5,"(47.225124, -122.517967)",1
MR.BIG,DOG,PEKINGESE,4,"(47.199418, -122.451338)",1
BLAKE,DOG,PARSON RUSS TER,3,"(47.21089, -122.474072)",1
KING LOUIE,DOG,PIT BULL,3,"(47.212184, -122.470624)",1
SABLE,DOG,BASSET HOUND,2,"(47.256418, -122.486151)",1
BELLA,DOG,SHIH TZU,4,"(47.172614, -122.452088)",1
LOTTI,DOG,DACHSHUND,1,"(47.243577, -122.43682)",1
CLEO,CAT,DOMESTIC SH,2,"(47.286064, -122.522817)",1
SHIMA,DOG,YORKSHIRE TERR,1,"(47.305637, -122.412515)",1
RILEY,DOG,AUST SHEPHERD,3,"(47.201997, -122.469986)",1
MONKEY,CAT,DOMESTIC MH,3,"(47.217718, -122.480612)",1
KODA,DOG,BOYKIN SPAN,1,"(47.304528, -122.402081)",1
RYDER,DOG,ENG SPRNGR SPAN,2,"(47.292286, -122.520084)",1
ROXY,DOG,LABRADOR RETR,2,"(47.255199, -122.501308)",1
IZZY,DOG,WEST HIGHLAND,2,"(47.287896, -122.513764)",1
ANDY,DOG,LABRADOR RETR,2,"(47.245451, -122.486701)",1
NICOLETTE,DOG,DACHSHUND,2,"(47.256762, -122.468726)",1
TURBO,CAT,DOMESTIC MH,4,"(47.187991, -122.446089)",1
LEELA,DOG,SHIBA INU,2,"(47.275398, -122.472316)",1
GIGGITY,DOG,LABRADOR RETR,4,"(47.216569, -122.42315)",1
RILEY,DOG,SC WHEAT TERR,4,"(47.211477, -122.417434)",1
MAX,DOG,AMER BULLDOG,2,"(47.250421, -122.541874)",1
MAPLE,DOG,MIN PINSCHER,5,"(47.232023, -122.507656)",1
HEIDI,DOG,DACHSHUND,1,"(47.290277, -122.38452)",1
ATHENA,DOG,CHIHUAHUA SH,1,"(47.290277, -122.38452)",1
CAPTAIN,CAT,DOMESTIC LH,2,"(47.257585, -122.461581)",1
SULLEY,DOG,ROTTWEILER,2,"(47.257585, -122.461581)",1
RIMSKY,DOG,AUST CATTLE DOG,2,"(47.257585, -122.461581)",1
BEAR,DOG,LABRADOR RETR,3,"(47.200919, -122.499929)",1
SAMMY,DOG,SHIH TZU,3,"(47.201743, -122.473245)",1
SHIMA,CAT,DOMESTIC SH,2,"(47.258137, -122.443856)",1
